AccelX_mean,AccelX_std,AccelX_min,AccelX_max,AccelX_range,AccelX_median,AccelX_skew,AccelX_kurtosis,AccelX_mad,AccelX_diff_mean,AccelX_diff_std,AccelX_fft_energy,AccelY_mean,AccelY_std,AccelY_min,AccelY_max,AccelY_range,AccelY_median,AccelY_skew,AccelY_kurtosis,AccelY_mad,AccelY_diff_mean,AccelY_diff_std,AccelY_fft_energy,AccelZ_mean,AccelZ_std,AccelZ_min,AccelZ_max,AccelZ_range,AccelZ_median,AccelZ_skew,AccelZ_kurtosis,AccelZ_mad,AccelZ_diff_mean,AccelZ_diff_std,AccelZ_fft_energy,GyroX_mean,GyroX_std,GyroX_min,GyroX_max,GyroX_range,GyroX_median,GyroX_skew,GyroX_kurtosis,GyroX_mad,GyroX_diff_mean,GyroX_diff_std,GyroX_fft_energy,GyroY_mean,GyroY_std,GyroY_min,GyroY_max,GyroY_range,GyroY_median,GyroY_skew,GyroY_kurtosis,GyroY_mad,GyroY_diff_mean,GyroY_diff_std,GyroY_fft_energy,GyroZ_mean,GyroZ_std,GyroZ_min,GyroZ_max,GyroZ_range,GyroZ_median,GyroZ_skew,GyroZ_kurtosis,GyroZ_mad,GyroZ_diff_mean,GyroZ_diff_std,GyroZ_fft_energy,label
0.8525798525798526,0.34257946331037203,0.962962962962963,0.9999999999999999,0.2571428571428571,0.7272727272727273,0.47068435823119426,0.013181262744240092,0.23529411764705882,0.3673469387755102,0.21220242315905571,0.1314104818853324,0.35585585585585583,0.6983059645729153,0.0,1.0,1.0,0.40909090909090906,0.5661622972917962,0.09202299887991686,0.42857142857142855,0.5660377358490567,0.4848402762332602,0.4876312201581095,0.4013377926421404,0.5564501457452908,0.0714285714285714,0.7368421052631579,0.8055555555555555,0.5333333333333333,0.3409518540258207,0.08348662094510628,0.15789473684210525,0.30612244897959195,0.427783520913766,0.3287156383260653,0.5360871538810712,0.32712543469445093,0.8321048321048321,0.3051330798479087,0.31142687981053874,0.4310722100656455,0.560213211122195,0.09472355832451682,0.19805194805194806,0.5829415715245132,0.27008024574545014,0.10701105002403347,0.40713359273670546,0.6058871172477849,0.6325301204819277,0.571715145436309,0.5138716356107661,0.4271844660194175,0.3728674523741947,0.07900100189743611,0.1485148514851485,0.538007863695937,0.3131353487464094,0.367099198846831,0.4927320590591736,0.6443409579081568,0.6056603773584905,0.5170212765957447,0.5783749200255918,0.6400817995910021,0.544980015848847,0.06014228622250141,0.28832951945080093,0.5729166666666666,0.3313014317705416,0.4151752700380012,badminton
0.8697788697788698,0.3683696610645323,0.9259259259259259,0.9999999999999999,0.2857142857142857,0.7272727272727273,0.4520340526142716,0.005893106225815209,0.23529411764705882,0.40816326530612246,0.26973857550221375,0.150211044671122,0.40090090090090086,0.6732709404263502,0.0,1.0,1.0,0.5454545454545454,0.5308173793874541,0.093962534366797,0.42857142857142855,0.5660377358490567,0.4810667663067778,0.453293759222582,0.5334448160535117,0.6285715710133039,0.0714285714285714,1.0,0.9444444444444444,0.5333333333333333,0.3980554784088857,0.07318058778409033,0.21052631578947367,0.1836734693877552,0.5578728247876761,0.41314958922591355,0.46084884248751695,0.3998076907381985,0.6535626535626535,0.24429657794676807,0.40260509177027826,0.4310722100656455,0.396130756394793,0.13257451861226988,0.37662337662337664,0.5715245130960378,0.3537043092445024,0.15984618957341096,0.28858625162127105,0.6862018776614454,0.5377875136911281,0.5767301905717152,0.5875776397515527,0.4271844660194175,0.34982884411866255,0.09059743513250684,0.2297029702970297,0.5779816513761468,0.36363170726150273,0.47087301690609323,0.4944488955018885,0.5783824066546812,0.6132075471698113,0.3723404255319149,0.48624440179142675,0.6462167689161554,0.4988662499069373,0.04061427478252244,0.37986270022883295,0.49919871794871795,0.35890991636063474,0.3345262083276609,badminton
0.8562653562653563,0.3395416020842066,0.8888888888888888,0.9999999999999999,0.3142857142857143,0.75,0.45513057638786747,0.01722481844936102,0.29411764705882354,0.3673469387755102,0.21711141759364705,0.12927805135420328,0.4121621621621621,0.6471166231205617,0.0,0.9090909090909091,0.9473684210526315,0.5,0.5224940979118776,0.08747987554453403,0.42857142857142855,0.5283018867924528,0.4576963855094459,0.4187599239189591,0.540133779264214,0.5776284797163662,0.0,0.9473684210526315,0.9722222222222221,0.5333333333333333,0.3957857720277634,0.11364600109178254,0.21052631578947367,0.1836734693877552,0.5021108009552993,0.35251403377743495,0.4751475261007716,0.4115651368519337,0.6732186732186731,0.24429657794676807,0.38839550029603315,0.4310722100656455,0.3813398768120565,0.15447804720105465,0.29545454545454547,0.5513767629281399,0.3777599957298025,0.16938586187195084,0.3625162127107652,0.7037091326536976,0.5295728368017525,0.600802407221665,0.6037267080745342,0.4271844660194175,0.3625973104728248,0.07681020837646227,0.3108910891089109,0.5412844036697247,0.3796623900021858,0.4952065433802195,0.58532677120293,0.6729512231734711,0.5849056603773585,0.6095744680851064,0.6481126039667306,0.6462167689161554,0.5585862675411162,0.06315581010427532,0.39816933638443935,0.45592948717948717,0.36526580774111783,0.4528633487706708,badminton
0.8574938574938574,0.3351192558535744,0.8518518518518519,0.9999999999999999,0.34285714285714286,0.75,0.4517187666995652,0.0205942370321928,0.29411764705882354,0.3673469387755102,0.20206375067618076,0.12620471333098834,0.42567567567567566,0.6898382502830251,0.0,1.0,1.0,0.5,0.5237357160894967,0.08659723990756016,0.42857142857142855,0.5283018867924528,0.5356671096272839,0.47587681155354566,0.4214046822742475,0.6101108858099192,0.0,0.9473684210526315,0.9722222222222221,0.4666666666666667,0.39839339190256035,0.11174613865388616,0.10526315789473684,0.1632653061224491,0.5011275834504421,0.39062326836437206,0.47911938266000903,0.4616719313807245,0.6150696150696151,0.2908745247148289,0.4594434576672587,0.4310722100656455,0.40926913318819436,0.1165310575301011,0.5097402597402598,0.6292813969106784,0.3607655457129941,0.21314097222480843,0.3814526588845655,0.7117074039287755,0.3296823658269441,0.5997993981945837,0.7544513457556936,0.4271844660194175,0.28832010515639633,0.1923021814746972,0.2633663366336634,0.5858453473132372,0.49973659181026714,0.5065274288070372,0.5331349433443974,0.6449796872001586,0.5452830188679245,0.4734042553191489,0.5930902111324377,0.6441717791411044,0.5199325645187526,0.04584445816859524,0.4919908466819222,0.47596153846153844,0.390428115943094,0.41599879690081454,badminton
0.8476658476658476,0.35456553630153453,0.8518518518518519,0.9999999999999999,0.34285714285714286,0.7272727272727273,0.4431540027083252,0.016630797226353054,0.29411764705882354,0.38775510204081637,0.24144084053035358,0.1399929651776292,0.3581081081081081,0.731446204331801,0.0,0.6363636363636364,0.7894736842105263,0.5,0.46609133465399355,0.03331552772552264,0.5714285714285714,0.5471698113207547,0.4707445881682759,0.5350135498313987,0.5100334448160535,0.5574747772130502,0.0,1.0,1.0,0.5333333333333333,0.4005530787151586,0.11001918960989429,0.10526315789473684,0.2857142857142858,0.5755817622794763,0.32984797744958666,0.4690195188379482,0.36040313376825744,0.8222768222768223,0.35551330798479086,0.3499111900532859,0.4310722100656455,0.544190744268823,0.1202839787378931,0.24675324675324678,0.6192075218267294,0.353866006567446,0.12989041882998045,0.32178988326848246,0.758310588655815,0.2842278203723987,0.6930792377131394,0.8273291925465839,0.4271844660194175,0.2768181813748024,0.19511513770159117,0.18217821782178217,0.564875491480996,0.5298335037581998,0.5750349488675288,0.4898706649879821,0.6705121105591915,0.5179245283018867,0.4478723404255319,0.5962891874600128,0.6707566462167689,0.5026203275135466,0.04891794688744999,0.4050343249427918,0.5240384615384616,0.37572513042756234,0.44958649040654136,badminton
0.8353808353808354,0.33737814578625624,0.8148148148148149,0.9999999999999999,0.37142857142857144,0.7045454545454546,0.4611387150181498,0.024300269699796574,0.058823529411764705,0.40816326530612246,0.19153972014757037,0.12776996130847693,0.49099099099099097,0.7177993073388149,0.0,1.0,1.0,0.6818181818181818,0.5159442778920627,0.07396299213855281,0.14285714285714285,0.6037735849056604,0.5778929661916918,0.5152358456160824,0.43478260869565216,0.48991062311445965,0.0,0.8421052631578947,0.9166666666666666,0.4666666666666667,0.365905975278344,0.13917800243950945,0.10526315789473684,0.7346938775510204,0.5642221917457217,0.2593297516081623,0.6086019064911483,0.3633203256704527,0.7813267813267813,0.31368821292775667,0.35346358792184723,0.4310722100656455,0.5233759813929219,0.07737750613056382,0.21753246753246755,0.44325050369375435,0.2885385009919573,0.1320016590452838,0.10155642023346301,0.6059663699713237,0.4353778751369113,0.14844533600802406,0.48819875776397514,0.4271844660194175,0.1899382352776512,0.18669258789778648,0.1306930693069307,0.665137614678899,0.3534463147158036,0.36719524153622335,0.433443973904086,0.6757180345894716,0.5679245283018868,0.5180851063829788,0.6046065259117083,0.6462167689161554,0.5340249453168847,0.0453084353177702,0.4279176201372998,0.4142628205128205,0.3971124892315963,0.45659486226945856,badminton
0.8108108108108109,0.3551696179161248,0.8518518518518519,0.9999999999999999,0.34285714285714286,0.7272727272727273,0.46447111087042847,0.026554084249695832,0.11764705882352941,0.38775510204081637,0.27334466051900624,0.14043264157580018,0.33783783783783783,0.6782856922197216,0.0,0.6363636363636364,0.7894736842105263,0.40909090909090906,0.48639988993179945,0.04037943247818254,0.5714285714285714,0.6981132075471698,0.4167351968565476,0.4600714802699868,0.4732441471571906,0.5816614524995687,0.0,0.7894736842105263,0.8888888888888888,0.5333333333333333,0.30814907748355663,0.13004827005220837,0.2631578947368421,0.26530612244897966,0.561320056239391,0.3571397595586284,0.5950975941897412,0.35631939523467,0.8132678132678133,0.31749049429657794,0.33274126702190643,0.5733041575492341,0.5011733082295401,0.07092937409307076,0.36363636363636365,0.6655473472128947,0.277848054697438,0.12696351142040088,0.30505836575875483,0.7781264397592027,0.2656078860898138,0.5827482447342026,0.7958592132505176,0.4271844660194175,0.23439734799071515,0.2044053719333724,0.24158415841584158,0.5137614678899082,0.4984966823230518,0.6054807562523321,0.44065468696348853,0.5686871774708223,0.5556603773584905,0.41914893617021276,0.5534229046705054,0.6400817995910021,0.49295187074421093,0.04888056682409223,0.3501144164759725,0.5080128205128205,0.32100621480977476,0.32340510581973064,badminton
0.8230958230958231,0.4246487290753763,0.7037037037037037,0.9999999999999999,0.4571428571428571,0.7272727272727273,0.40267497987351486,0.0319225021504713,0.23529411764705882,0.40816326530612246,0.28018176218682495,0.1955680619064368,0.48423423423423423,0.6521604228386695,0.0,0.5454545454545454,0.7368421052631579,0.5909090909090908,0.4663386125700593,0.03721671903813737,0.5,0.41509433962264153,0.4596448242784654,0.4253132171171121,0.44816053511705684,0.6478484608274719,0.0,1.0,1.0,0.5333333333333333,0.35026887089994774,0.1144803366452552,0.15789473684210525,0.32653061224489804,0.588496764349913,0.43734309875442673,0.544598275079437,0.43134145806895713,0.7985257985257985,0.311787072243346,0.33984606275902896,0.4310722100656455,0.5514820859310725,0.057155517707647374,0.38311688311688313,0.569509738079248,0.2503644584949398,0.18605545344905383,0.314396887159533,0.7748861474396367,0.4036144578313253,0.7873620862587764,0.7759834368530021,0.4271844660194175,0.33693953932933024,0.1266493532200783,0.17623762376237623,0.5674967234600261,0.4469673714594197,0.6004485414938424,0.4904429438022204,0.6377924064085675,0.6160377358490565,0.44042553191489364,0.5252719129878439,0.588957055214724,0.541689740821496,0.03631219663795951,0.43707093821510296,0.500801282051282,0.45787652331232925,0.40677915367243145,badminton
0.871007371007371,0.38752197679453027,0.8888888888888888,0.9999999999999999,0.3142857142857143,0.75,0.43560271161254366,0.008456357485040034,0.29411764705882354,0.3673469387755102,0.25606465989240645,0.1649797748856841,0.4054054054054054,0.6746362483490247,0.0,0.5,0.7105263157894737,0.5909090909090908,0.4620943361852585,0.03152315815693321,0.5,0.5660377358490567,0.4389744846011454,0.455134067586447,0.4983277591973244,0.6482269173017998,0.0,1.0,1.0,0.5666666666666667,0.3828809907443891,0.07849167718278582,0.2631578947368421,0.2448979591836735,0.568407855731623,0.43782494518996773,0.5725147526100771,0.36377270562494995,0.8091728091728092,0.20817490494296578,0.26761397276494964,0.48577680525164113,0.46572383091545283,0.04112162009818879,0.38961038961038963,0.5936870382807254,0.28060092996222763,0.13233058135769646,0.2931258106355382,0.7885583954607213,0.44030668127053674,0.7121364092276831,0.7171842650103519,0.32038834951456313,0.3539989242895567,0.11490947077556443,0.30495049504950494,0.6041939711664481,0.4418192901938244,0.6218243430515872,0.5073823967036739,0.578120176584482,0.539622641509434,0.3191489361702128,0.5041586692258477,0.6462167689161554,0.4636568471262648,0.04790467111925855,0.37528604118993136,0.4895833333333333,0.32720906210164524,0.33422293857407254,badminton
0.7899262899262899,0.35612817808545616,0.7777777777777778,0.9999999999999999,0.4,0.7272727272727273,0.46125919364192913,0.035367508807864184,0.1764705882352941,0.4693877551020407,0.2486950721984838,0.14113172704889196,0.3941441441441441,0.5667262964291233,0.0,0.45454545454545453,0.6842105263157894,0.5,0.449292458809314,0.041919512258897264,0.42857142857142855,0.6226415094339622,0.33375168451393306,0.32117869506427055,0.5484949832775919,0.5408152370882758,0.1428571428571428,1.0,0.8888888888888888,0.5333333333333333,0.42124014147073113,0.0987567554892188,0.10526315789473684,0.22448979591836743,0.43421928569979923,0.3116775483653358,0.5415342714480254,0.3027513523471213,0.8034398034398034,0.19296577946768062,0.2622853759621077,0.4310722100656455,0.47976821152667887,0.06254380547732198,0.275974025974026,0.5923438549361989,0.2236718701540605,0.09165838134801076,0.3287937743190661,0.6607200779589689,0.43811610076670315,0.59679037111334,0.6712215320910973,0.4271844660194175,0.3083654006193569,0.1496490598759583,0.22574257425742575,0.5865006553079947,0.39072935916492724,0.4365510214181061,0.49731028957308,0.4712971703568206,0.6603773584905661,0.3148936170212766,0.4197056941778631,0.621676891615542,0.51666407939287,0.05246560774331079,0.2608695652173913,0.5248397435897436,0.3301329131130973,0.22212102278634602,badminton
