AccelX_mean,AccelX_std,AccelX_min,AccelX_max,AccelX_range,AccelX_median,AccelY_mean,AccelY_std,AccelY_min,AccelY_max,AccelY_range,AccelY_median,AccelZ_mean,AccelZ_std,AccelZ_min,AccelZ_max,AccelZ_range,AccelZ_median,GyroX_mean,GyroX_std,GyroX_min,GyroX_max,GyroX_range,GyroX_median,GyroY_mean,GyroY_std,GyroY_min,GyroY_max,GyroY_range,GyroY_median,GyroZ_mean,GyroZ_std,GyroZ_min,GyroZ_max,GyroZ_range,GyroZ_median,label
12.1,4.7706366827682825,4,19,15,9.0,-3.15,6.557634032375099,-19,8,27,-1.0,4.55,8.338818707460753,-12,19,31,3.0,26.15,155.76454123995072,-338,332,670,27.5,-64.475,301.697249122701,-801,422,1223,0.0,8.575,159.92977425203753,-388,461,849,11.5,end
13.025,4.720318872323167,4,19,15,11.0,-2.45,7.980585416480648,-19,12,31,-0.5,5.625,9.670699865957785,-19,19,38,4.0,36.125,165.80853763858528,-459,420,879,36.5,-40.475,339.07967352821373,-906,543,1449,0.0,27.675,183.31832864005884,-494,359,853,10.5,end
11.9,5.057616748972502,0,19,19,9.5,-3.2,7.592844134531015,-19,9,28,0.0,5.925,8.765864738597363,-13,19,32,4.0,6.25,170.17227319426206,-361,264,625,7.5,-66.6,322.5028562783473,-1000,399,1399,0.0,30.225,197.7541192154203,-417,489,906,4.5,end
12.225,4.376437492779387,7,19,12,10.0,-1.45,6.617575665778798,-15,19,34,0.0,6.175,8.749761901522424,-16,19,35,4.0,25.975,185.30231535769616,-506,398,904,38.5,-52.9,338.57217539059224,-999,436,1435,0.0,71.15,113.4047776319128,-140,305,445,28.5,end
10.425,5.741828083771731,-1,19,20,10.0,-4.575,7.93527502633587,-19,5,24,-0.5,2.5,6.181029704274863,-11,17,28,3.0,22.675,150.38453062493514,-392,402,794,0.0,-15.775,113.28554516614088,-494,290,784,0.0,-35.575,281.85001353238414,-728,441,1169,0.0,end
10.7,5.345498945314551,1,19,18,9.5,-3.025,8.172773750033139,-19,8,27,0.0,0.85,3.984263918763286,-10,11,21,2.0,39.5,126.2500571210838,-165,363,528,0.0,-31.325,113.99896254588663,-495,0,495,0.0,-52.025,286.3098095617439,-700,416,1116,0.0,end
11.25,5.882394419159948,0,19,19,10.0,-3.525,9.092085879545225,-19,11,30,-1.0,1.35,7.4988888065721655,-17,19,36,2.0,24.05,131.11102165721994,-328,339,667,0.0,-16.55,73.64640050737243,-372,0,372,0.0,-12.375,309.79875084583705,-686,488,1174,0.0,end
10.475,5.6477247517734845,0,19,19,9.5,-2.175,8.307819918298168,-19,9,28,0.0,0.15,7.155955024152424,-13,19,32,1.0,57.225,121.37090588304841,-144,438,582,0.0,5.775,99.44808915156408,-417,364,781,0.0,-50.35,269.8402708916365,-654,498,1152,0.0,end
10.8,6.317253541507758,0,19,19,9.0,-2.575,8.78485730952518,-19,10,29,0.0,0.275,6.143529011728415,-14,14,28,2.0,30.825,126.65841150562485,-170,364,534,0.0,-27.5,99.37032524079581,-456,0,456,0.0,-39.575,309.4529405836975,-780,449,1229,0.0,end
11.375,5.916892375615378,1,19,18,10.5,-3.3,8.800349643403598,-19,10,29,-0.5,1.3,5.561774297230456,-9,17,26,1.5,51.275,126.52819438512103,-250,343,593,0.0,0.95,71.23055740124674,-295,333,628,0.0,-19.875,274.15933861300067,-594,423,1017,0.0,end
12.0,5.69300065082171,1,19,18,10.0,-2.65,8.340663442836348,-19,10,29,1.0,1.0,7.609036463142748,-13,17,30,2.0,30.125,149.20407423804073,-234,462,696,0.0,14.05,133.69673873628312,-404,364,768,0.0,-38.825,307.08688217689826,-796,497,1293,0.0,end
11.575,5.878633628091934,1,19,18,9.5,-2.925,8.023642947804081,-19,8,27,0.0,0.875,8.032585878621896,-14,19,33,2.0,50.475,155.04771598049817,-200,532,732,0.0,-9.825,89.13541628274047,-366,286,652,0.0,-44.35,291.2664257500867,-770,451,1221,0.0,end
11.85,5.8377638852121425,0,19,19,10.5,-2.125,7.68344040194602,-19,9,28,1.0,0.675,6.052706535943768,-17,15,32,0.5,58.425,180.0126615917151,-278,599,877,0.0,-25.25,91.0445791061466,-413,0,413,0.0,-50.725,307.3970945177405,-900,471,1371,0.0,end
11.375,6.435827203621287,1,19,18,9.0,-0.325,8.701274589804616,-19,15,34,2.5,0.4,6.487858482758983,-16,12,28,2.0,31.425,148.68791744749066,-215,387,602,0.0,-27.85,101.19961234343508,-465,0,465,0.0,-40.575,322.57719310704607,-925,525,1450,0.0,end
11.075,5.828257865227803,1,19,18,9.5,-1.15,8.386649953103888,-19,10,29,1.0,2.0,6.763400752845402,-8,18,26,2.0,31.725,148.39983887958633,-209,315,524,0.0,-29.375,104.70463646580268,-425,0,425,0.0,-32.825,272.52860470896513,-679,408,1087,0.0,end
10.3,6.231433962642085,0,19,19,10.0,-1.825,8.460731313484334,-19,18,37,0.0,0.7,6.737571654154915,-16,14,30,1.0,16.9,162.74170190354266,-234,440,674,0.0,-15.35,116.14680145048973,-385,419,804,0.0,-27.725,265.6124984991752,-702,393,1095,0.0,end
11.0,5.8133356857205305,2,19,17,10.0,-1.325,8.315532269378608,-19,12,31,0.0,-1.25,7.577801589054501,-19,11,30,1.0,36.225,182.18087483006045,-370,575,945,0.0,17.325,143.11737831010942,-420,434,854,0.0,-66.275,268.59405911103767,-751,356,1107,0.0,end
11.975,5.855032899686411,2,19,17,10.5,-2.9,8.511831885750684,-19,12,31,0.0,-0.15,6.057629222300734,-19,13,32,1.5,61.675,146.91797598206514,-217,439,656,0.0,-7.375,82.45424138925131,-310,300,610,0.0,-45.675,315.7548048642677,-736,644,1380,0.0,end
11.975,5.797822314433549,2,19,17,11.5,-2.875,8.73304217561244,-19,12,31,0.0,-0.95,6.652356436169529,-18,10,28,1.5,59.575,149.8268894253358,-172,537,709,0.0,-9.725,122.6339116315356,-362,337,699,0.0,-43.35,311.45288568257,-730,529,1259,0.0,end
12.2,6.089924423765823,2,19,17,11.0,-2.9,8.601729104647715,-19,12,31,0.0,0.85,6.502662176725421,-12,15,27,2.0,54.95,166.49616150191508,-221,478,699,0.0,14.575,94.72846145829884,-307,306,613,0.0,-42.35,322.0033086308753,-805,438,1243,0.0,end
11.9,5.6514123490028165,1,19,18,10.5,-2.725,7.666067423626649,-19,11,30,0.0,0.325,8.068258478246397,-19,19,38,1.0,60.4,186.2586841892142,-276,586,862,0.0,-7.275,154.5630711027636,-401,421,822,0.0,-62.975,289.9297428157911,-666,410,1076,0.0,end
12.3,5.450005880966011,3,19,16,11.0,-3.875,8.858394541120521,-19,12,31,-1.0,-0.675,5.283683155934663,-15,12,27,1.0,74.925,166.99353396049617,-218,482,700,0.0,0.0,0.0,0,0,0,0.0,-49.275,301.3250215128899,-706,457,1163,0.0,end
12.125,5.936361226827812,3,19,16,10.0,-3.475,8.105039584521883,-19,9,28,-0.5,1.175,5.410756144133836,-10,15,25,1.0,75.15,153.84066849195398,-226,468,694,0.0,-7.15,83.83455930183766,-299,312,611,0.0,-51.55,304.5419385038657,-690,457,1147,0.0,end
11.3,5.725337298315898,2,19,17,10.5,-3.55,8.506257123812462,-19,9,28,-0.5,1.05,5.532885369571694,-11,14,25,1.0,61.35,146.08981255834829,-339,392,731,0.0,0.0,0.0,0,0,0,0.0,-27.55,288.39377905022815,-662,447,1109,0.0,end
11.25,4.807846151384695,6,19,13,8.0,-7.55,6.928018179640978,-19,3,22,-5.0,2.55,3.9610280975705776,-6,9,15,3.0,50.675,170.25763095214234,-298,542,840,0.0,-48.075,238.2058350918274,-789,436,1225,0.0,-6.725,236.44449530275463,-674,400,1074,0.0,end
11.375,4.365878770178741,7,19,12,10.0,-6.7,6.8806678268602495,-19,6,25,-5.0,1.55,3.2968516450138865,-7,9,16,2.0,23.15,166.80766599859083,-284,592,876,0.0,-34.675,223.9202453599301,-696,482,1178,0.0,8.2,228.53762524767373,-615,333,948,0.0,end
11.875,4.415517508944435,7,19,12,9.0,-6.4,6.986433740489951,-19,6,25,-3.5,0.975,3.4454540841743695,-7,8,15,2.5,26.8,198.32545125471066,-433,646,1079,0.0,-42.15,242.54733082907282,-817,487,1304,0.0,-8.125,228.02116270431048,-658,317,975,0.0,end
11.575,4.971134627746415,6,19,13,9.0,-4.95,6.130838400021607,-19,7,26,-3.0,2.475,3.4565990399635482,-6,11,17,3.0,36.375,165.4939285430598,-240,621,861,0.0,-55.15,251.22372805621197,-769,543,1312,0.0,-36.05,218.4160872726347,-651,328,979,0.0,end
11.6,4.866420787606768,7,19,12,8.0,-5.125,6.2354959912111445,-19,8,27,-3.5,1.625,4.080519700435353,-10,9,19,3.0,46.35,162.59601502670384,-211,665,876,0.0,-50.625,254.33681358307086,-848,578,1426,0.0,-37.225,202.91181455789973,-622,279,901,0.0,end
12.3,4.8527021285792875,6,19,13,11.0,-5.9,7.092068520356801,-19,6,25,-4.0,2.5,3.9418855308673715,-8,8,16,4.0,39.0,182.261997951948,-329,607,936,0.0,-29.425,244.96738532260756,-795,516,1311,0.0,2.75,245.76294081273335,-592,466,1058,0.0,end
11.925,4.485803818429412,7,19,12,9.0,-3.825,5.943699529969874,-19,8,27,-2.0,2.275,3.449173070722151,-7,8,15,3.5,50.5,164.2552734976715,-243,625,868,0.0,-38.375,229.12483301153566,-747,543,1290,0.0,-30.0,227.79252818614552,-665,358,1023,0.0,end
11.375,4.688707109531833,7,19,12,9.0,-4.775,6.236729501252629,-19,6,25,-3.0,2.125,2.756693485746824,-4,9,13,3.0,55.575,145.50317425385853,0,559,559,0.0,-25.6,227.32048989962414,-792,492,1284,0.0,-31.3,210.96119463310225,-578,334,912,0.0,end
10.975,4.5825057527906035,7,19,12,8.5,-4.7,6.0603799491620265,-19,8,27,-3.0,2.75,2.780426087988895,-4,12,16,3.0,56.075,141.13303189653263,0,563,563,0.0,-19.55,213.45869113370117,-630,540,1170,0.0,-34.025,192.858854659341,-617,351,968,0.0,end
11.25,4.572773382779471,7,19,12,8.5,-3.7,6.081497791220135,-19,8,27,-2.0,4.325,2.654338490191637,-1,15,16,4.0,31.475,121.53631672076985,-193,509,702,0.0,-29.6,200.21024846331815,-656,460,1116,0.0,-24.75,204.95237095231263,-673,366,1039,0.0,end
11.825,4.733337847596259,6,19,13,9.0,-5.1,5.830072348585701,-19,3,22,-3.0,2.275,2.5418295450123,-4,6,10,3.0,46.325,130.2369413700886,-182,611,793,0.0,-23.5,209.16096120525862,-718,315,1033,0.0,2.725,222.68547296982544,-593,432,1025,0.0,end
11.375,4.677756968506407,7,19,12,9.0,-5.25,5.3337339593119895,-19,2,21,-4.0,1.825,3.2729466062219053,-6,9,15,3.0,37.075,131.52778540420016,-270,492,762,0.0,-23.65,209.82172530568997,-684,332,1016,0.0,-31.325,197.20214638401262,-597,335,932,0.0,end
11.7,4.513228419793393,7,19,12,9.0,-5.3,6.292853089020909,-19,6,25,-3.0,2.45,3.169971285156689,-6,8,14,3.5,44.725,126.67948400063314,0,514,514,0.0,-24.5,208.52952813106373,-685,450,1135,0.0,-2.15,230.20019715289294,-549,383,932,0.0,end
11.1,4.628783968348602,6,19,13,9.0,-4.0,6.201736729460423,-19,10,29,-2.0,2.5,2.7642405179408036,-5,6,11,4.0,59.025,146.2855457570429,0,772,772,0.0,-18.15,215.57312400870336,-792,468,1260,0.0,-13.775,216.56200480018862,-607,342,949,0.0,end
11.375,4.876355827238836,6,19,13,8.5,-7.15,7.637794016330726,-19,7,26,-4.0,1.7,3.4209010658836805,-7,9,16,3.0,48.75,189.04574809234634,-251,618,869,0.0,-34.1,227.06045732811182,-766,452,1218,0.0,-19.575,226.2312054808826,-625,385,1010,0.0,end
11.875,4.4038881422250915,7,19,12,10.5,-6.975,7.170049887177591,-19,8,27,-4.0,2.275,3.3740145759872404,-6,11,17,3.0,32.225,165.54424422151254,-326,551,877,0.0,-25.35,219.04355614164842,-737,363,1100,0.0,1.5,223.58994060212444,-535,367,902,0.0,end
11.8,4.6969712008419275,6,19,13,9.0,-6.275,7.121608504566064,-19,7,26,-3.5,2.475,3.4118007877636427,-6,11,17,3.0,33.3,167.20863675399133,-269,730,999,0.0,-12.5,236.2545346193489,-864,399,1263,0.0,2.325,210.8986130822107,-551,393,944,0.0,end
11.925,4.648614351031433,7,19,12,8.0,-5.125,5.747630503977827,-19,3,22,-3.0,2.45,3.153752343820587,-5,13,18,3.0,52.975,144.99911361355953,-253,455,708,0.0,-41.575,207.9567123965207,-674,356,1030,0.0,-17.45,216.23277462150097,-605,388,993,0.0,end
12.875,4.702358927940262,8,19,11,11.0,-5.925,6.665592862238752,-19,5,24,-3.5,2.025,3.2619602412329636,-5,9,14,3.0,46.275,167.13912330289858,-266,584,850,0.0,-5.475,228.6010955735687,-658,353,1011,0.0,5.1,225.70559449117647,-532,405,937,0.0,end
12.35,4.323756676187016,8,19,11,10.0,-3.4,6.01195390398078,-19,5,24,-1.0,2.05,2.763776680280362,-6,8,14,3.0,53.975,137.21599807677356,-161,704,865,0.0,-21.375,225.362009345875,-843,372,1215,0.0,-4.2,217.72049831059866,-615,431,1046,0.0,end
5.3,6.227317815840716,-8,19,27,7.0,-4.925,5.8370500979650535,-19,10,29,-4.0,3.55,3.558665840466419,-5,13,18,3.0,-5.35,149.88141466352144,-422,390,812,0.0,-17.475,104.83784487459057,-301,188,489,-11.5,-6.725,133.41798354544764,-356,303,659,4.0,fencing
5.375,6.2580717108756065,-10,19,29,8.0,-5.3,4.380609956358086,-18,0,18,-4.0,3.025,2.9827495489556055,-3,9,12,2.5,-12.95,119.68440337093388,-356,319,675,-11.0,-5.925,60.847176155955225,-212,117,329,-11.0,-0.7,94.73666606671304,-175,218,393,-3.5,fencing
6.45,6.4448349424866915,-15,19,34,9.0,-3.475,3.7892391496622815,-15,3,18,-2.0,2.35,3.6832956257496723,-8,11,19,2.0,0.7,143.29961439996788,-426,386,812,0.0,-23.85,85.41559036219955,-216,283,499,0.0,-12.3,103.98994034187966,-291,197,488,8.0,fencing
8.325,4.208584024013241,-3,19,22,9.0,-2.325,2.973278428836528,-12,0,12,-1.0,2.925,3.702996015009939,-10,14,24,2.0,20.6,110.99845228766215,-247,342,589,0.0,-24.725,82.05188711716008,-230,226,456,0.0,-21.325,87.71439302411973,-280,150,430,-11.0,fencing
8.325,3.6682106306439426,0,19,19,9.0,-2.5,2.24179415327122,-8,-1,7,-1.0,2.525,3.558936026542995,-8,13,21,2.0,23.575,95.49409634054577,-154,333,487,0.0,-22.3,80.80467110133468,-207,322,529,0.0,-19.425,83.0007375623701,-204,128,332,0.0,fencing
7.975,3.4380040423000953,0,19,19,9.0,-2.725,3.0966276114674436,-11,0,11,-1.0,2.225,4.104328546853044,-17,10,27,2.0,18.325,117.37697050583732,-320,318,638,0.0,-21.8,95.19782372000759,-246,442,688,0.0,-17.5,73.43687329247045,-196,125,321,0.0,fencing
6.8,6.413927154128081,-15,19,34,9.0,-3.275,2.978448227878713,-12,0,12,-2.0,2.3,4.133664172036655,-17,12,29,2.0,3.825,170.6298869874013,-636,354,990,0.0,-21.65,111.76843047695556,-348,482,830,0.0,-27.55,91.11754876151845,-274,151,425,-2.5,fencing
6.9,5.878251964134079,-9,19,28,9.0,-3.825,4.595915131661583,-18,6,24,-2.0,1.525,3.96773848910796,-12,11,23,1.0,-1.7,174.81480310492984,-642,430,1072,0.0,-28.8,114.98766935008338,-364,463,827,0.0,-26.075,97.90272186572724,-282,225,507,-10.5,fencing
6.375,6.670591793221563,-11,19,30,9.0,-4.1,4.9396356140913875,-19,3,22,-2.0,2.325,4.858972667613534,-19,13,32,2.0,-8.85,188.89877224017673,-532,441,973,0.0,-36.3,142.6212844186686,-515,547,1062,0.0,-21.1,110.9247377093921,-334,213,547,-20.0,fencing
7.45,5.495685953779028,-9,19,28,9.0,-3.525,4.03184439565433,-19,0,19,-2.0,1.6,5.348376221352441,-15,14,29,2.0,10.175,184.9563895236956,-667,520,1187,4.0,-37.7,115.7792328927376,-317,440,757,0.0,-22.8,89.994073878969,-230,159,389,-6.0,fencing
6.925,5.980255975998146,-16,19,35,9.0,-3.825,4.62926864689534,-13,5,18,-2.0,1.425,4.539781424762142,-11,10,21,2.0,-1.4,177.48236459882355,-449,404,853,0.0,-31.925,80.43324593277367,-257,139,396,0.0,-14.375,117.98298171498708,-399,281,680,0.0,fencing
7.175,5.391767228483983,-8,19,27,9.0,-3.325,4.7034493616319395,-19,9,28,-2.0,1.25,4.960097186806333,-14,11,25,2.0,4.875,211.4298316651383,-733,404,1137,0.0,-31.85,92.16527796051213,-287,321,608,-5.0,-22.925,92.91335569586681,-254,207,461,-5.0,fencing
6.75,5.917163214989131,-11,19,30,9.0,-3.8,4.569688313446693,-19,2,21,-2.0,2.85,4.029061098237817,-9,11,20,2.0,-9.55,172.06229492057037,-397,350,747,0.0,-32.5,120.63528420355213,-302,281,583,0.0,23.1,127.99334918618794,-227,330,557,0.0,fencing
6.2,6.21495301877987,-12,19,31,9.0,-3.5,3.5877283720754103,-15,2,17,-2.0,2.975,4.388139609307028,-13,14,27,2.0,-4.95,228.03541672742696,-748,429,1177,0.0,-20.55,127.91021490453012,-419,434,853,0.0,-1.6,108.83810607196973,-259,228,487,0.0,fencing
6.6,7.030337191461091,-19,19,38,9.0,-3.55,4.460366778065655,-16,2,18,-2.0,2.45,4.601839097243957,-13,13,26,2.0,-7.375,188.5981601862569,-619,448,1067,0.0,-36.325,127.56886275102455,-399,291,690,0.0,-2.025,118.31021532937066,-327,191,518,0.0,fencing
7.625,5.357417575373706,-8,19,27,9.0,-3.625,5.951459635658448,-19,11,30,-1.0,2.65,5.394916885840616,-17,16,33,2.0,-4.1,239.14375035391024,-1011,484,1495,0.0,-28.55,128.1341344461202,-427,497,924,0.0,-3.25,117.78440757021562,-339,405,744,0.0,fencing
7.275,6.06793801837756,-12,19,31,9.0,-3.4,4.436445793881774,-19,4,23,-2.0,2.225,4.85950034363036,-19,12,31,2.0,-9.6,203.01153181847098,-624,414,1038,10.0,-19.475,124.05891642114945,-281,449,730,0.0,0.825,119.10669371273592,-307,285,592,5.0,fencing
6.725,6.480691242017241,-13,19,32,9.0,-3.175,4.278074692770461,-16,2,18,-2.0,2.275,5.213333497278508,-15,15,30,2.0,7.7,138.59315112393375,-506,257,763,0.0,-30.85,116.23617645960623,-362,308,670,0.0,-5.125,98.26082180891886,-243,306,549,0.0,fencing
6.525,6.1934104767352,-10,19,29,9.0,-3.275,4.744700147235807,-18,4,22,-1.0,1.3,4.6860403710354825,-19,11,30,2.0,7.275,177.9698890550208,-531,307,838,16.0,-25.6,88.40344580823324,-234,230,464,0.0,-26.325,106.65770495206161,-355,122,477,0.0,fencing
6.8,6.473615088008578,-9,19,28,9.0,-3.3,5.044418087961568,-18,4,22,-1.0,2.0,4.7770820403791285,-18,12,30,2.0,0.25,216.5802687700632,-618,545,1163,0.0,-27.625,128.69058250564035,-287,493,780,0.0,0.975,89.03456185733833,-248,198,446,0.0,fencing
5.2,6.194290174768274,-16,19,35,7.0,-4.825,5.420225655251463,-19,8,27,-4.0,3.475,4.935416226959316,-19,11,30,4.5,-1.275,108.40048904705654,-267,280,547,10.5,-12.0,66.95654924784795,-319,110,429,-6.5,-8.275,103.72176477084975,-229,215,444,8.5,fencing
5.9,6.6363412842488465,-19,19,38,8.0,-3.175,5.391767228483983,-11,18,29,-4.0,4.3,3.188118969565371,-6,13,19,4.0,6.05,105.95401760270276,-245,270,515,0.0,-11.075,64.43855650231905,-184,204,388,-7.5,2.125,196.94528558160644,-690,726,1416,13.5,fencing
6.95,6.291834349947517,-13,19,32,8.0,-3.25,5.042130196958119,-19,13,32,-2.0,3.625,4.34822392271273,-19,11,30,4.0,4.075,109.59982863078498,-445,190,635,0.0,-11.45,102.51927898743028,-458,353,811,-8.0,-8.825,133.50057860241463,-333,258,591,-1.0,fencing
6.725,6.0848171706305205,-13,19,32,8.0,-3.275,4.750101213496564,-19,3,22,-1.0,5.35,2.455240340212161,-4,12,16,5.0,-1.375,72.94946881232241,-159,216,375,0.0,-5.9,61.37267411645942,-162,119,281,0.0,3.825,143.95919783405867,-346,364,710,0.0,fencing
6.75,5.601053014549574,-8,19,27,9.0,-1.625,4.949423690875016,-18,13,31,0.0,4.975,3.724399796766433,-8,14,22,4.0,5.625,125.36524842563234,-454,306,760,0.0,-15.9,102.19458563609588,-301,254,555,0.0,-2.2,122.27673531788457,-325,330,655,0.0,fencing
6.45,6.652356436169529,-12,19,31,8.0,-2.825,4.505765537278108,-19,10,29,-2.0,5.75,3.2085622628946746,-1,14,15,5.0,-1.825,112.1178152087325,-283,323,606,-6.0,-5.575,92.94191389773701,-274,225,499,0.0,6.8,114.09492224481896,-206,285,491,23.0,fencing
5.6,6.770221372739405,-10,19,29,8.0,-3.7,5.1649707721267,-19,7,26,-1.5,4.375,3.183994427259651,-6,12,18,4.0,-0.2,86.01407159773633,-184,190,374,0.0,-11.0,88.47018909765232,-234,246,480,-2.0,4.15,110.69467130991563,-227,290,517,6.0,fencing
5.775,6.840630875089722,-17,19,36,8.0,-3.1,5.564539744139003,-19,18,37,-3.0,3.575,3.209660897497285,-11,8,19,3.5,-2.825,75.71230550662293,-215,176,391,0.0,5.825,102.95527719628608,-323,467,790,0.0,-4.725,162.13020843500908,-549,506,1055,-2.0,fencing
6.25,6.237808622445579,-11,19,30,8.0,-3.325,4.244981954599076,-19,5,24,-1.5,5.4,2.808412271583267,0,13,13,5.0,-0.8,87.35521354408867,-215,204,419,10.0,-2.825,81.31480058926417,-214,248,462,-2.0,8.6,127.42877346852362,-238,261,499,15.0,fencing
6.4,6.3842755547496814,-17,19,36,9.0,-2.875,5.149993776446327,-19,13,32,-1.5,4.325,2.6154128957747025,-2,10,12,4.0,-1.0,100.00769201185707,-441,287,728,4.0,-2.525,83.1590960533498,-297,236,533,0.0,-4.95,126.31623928732326,-422,263,685,6.5,fencing
8.75,3.4399612400917157,-1,19,20,9.0,-2.875,4.820828208449728,-19,8,27,-1.0,3.15,2.045006425919313,-5,9,14,3.0,10.275,55.95877030778084,-154,180,334,0.0,-0.75,80.20062983319411,-343,246,589,0.0,-29.625,94.79983974345429,-342,151,493,0.0,fencing
6.75,6.303234822753253,-11,19,30,9.0,-3.25,4.661627315730981,-19,11,30,-2.0,4.9,2.499230650851147,0,12,12,4.5,-9.525,92.08941794492947,-312,303,615,0.0,-0.2,65.56586040983564,-153,191,344,-9.5,-10.475,137.09887644717196,-263,263,526,-5.0,fencing
9.2,2.7753493658572252,2,19,17,9.0,-2.4,3.985872487571508,-14,5,19,0.0,2.725,2.4805654855708057,-11,5,16,3.0,14.625,49.08479711369201,-92,131,223,10.5,6.95,83.96731659646066,-326,337,663,0.0,-36.525,86.06824587917397,-262,96,358,0.0,fencing
5.95,5.1934376738144135,-8,19,27,8.0,-3.1,3.4179015904574084,-11,1,12,-1.0,5.125,1.950509466648952,1,10,9,5.0,0.05,56.58528847496381,-195,84,279,0.0,-0.675,62.15010262590285,-237,133,370,0.0,-7.1,121.9312122174651,-282,240,522,0.0,fencing
7.075,5.748522664173189,-12,19,31,8.0,-2.825,4.199435248965795,-11,11,22,-1.0,4.675,2.4949949899749297,-2,10,12,4.5,-2.05,54.64099616165925,-146,107,253,0.0,-8.175,68.32910086954917,-278,128,406,4.0,-2.65,153.82883428151646,-571,283,854,12.0,fencing
6.85,5.681955243102095,-13,19,32,8.0,-3.4,3.9535767642438953,-13,4,17,-1.0,3.85,3.0089609757931646,-10,8,18,4.0,-4.95,80.2665271742548,-287,213,500,0.0,-11.95,43.953909426195004,-137,91,228,-5.5,0.775,169.251063322797,-603,476,1079,4.0,fencing
4.725,6.98712185344379,-12,19,31,8.0,-3.875,4.026753480130562,-16,2,18,-4.0,4.025,2.3910892271740285,-4,10,14,4.0,-1.65,77.35384895865201,-228,132,360,0.0,-1.125,64.57362623492818,-155,117,272,2.0,-4.325,152.10343772982506,-540,299,839,7.0,fencing
5.65,7.357361567217505,-13,19,32,8.0,-3.7,4.273952113286561,-18,6,24,-3.0,4.0,3.721042037676254,-13,12,25,4.0,-3.2,111.27079465695275,-325,279,604,0.0,4.225,88.29335936350087,-244,286,530,0.0,2.15,125.37851408782844,-352,212,564,5.0,fencing
6.5,6.12686392361227,-13,19,32,9.0,-2.575,4.1749405031842315,-12,5,17,-1.0,4.6,3.0867790863949316,0,14,14,3.0,-5.3,101.72970723113939,-310,341,651,0.0,9.425,81.4603529489291,-279,209,488,0.0,-6.225,147.85968530489149,-451,429,880,10.5,fencing
6.575,6.388641764079717,-11,19,30,8.0,-2.85,4.817436279567412,-19,7,26,-1.5,4.975,2.9481632700151916,-2,12,14,4.0,9.725,100.07714652412037,-289,245,534,0.0,-14.525,67.13743558112907,-145,199,344,-2.0,6.225,140.2021411556021,-364,373,737,5.5,fencing
6.825,8.670277847261756,-19,19,38,9.0,-4.275,5.661328556588199,-19,16,35,-3.5,1.525,2.9263392726171618,-4,9,13,1.0,14.025,130.76961293307656,-328,354,682,0.0,-39.85,94.36985340016815,-282,159,441,0.0,2.575,200.8786963344437,-492,513,1005,19.5,fencing
7.25,9.55885949639364,-19,19,38,10.0,-4.35,6.423314904235535,-19,5,24,-1.0,1.975,3.9774202436845663,-12,15,27,2.0,-10.75,194.7847924880569,-418,619,1037,0.0,-33.4,123.06612773168658,-377,192,569,0.0,-9.15,218.18100577743076,-619,609,1228,0.0,fencing
7.5,8.18065259762795,-18,19,37,9.0,-4.05,4.278449275745618,-14,3,17,-3.0,1.65,2.8871954273823297,-7,9,16,1.0,-7.425,127.58142447784032,-418,275,693,0.0,-16.975,95.76560259835281,-276,220,496,0.0,4.575,184.8329651333874,-457,509,966,22.5,fencing
7.35,9.887962119253638,-19,19,38,10.0,-4.525,6.401071625026387,-19,10,29,-3.0,1.6,2.7155770978484437,-4,10,14,1.0,-4.95,184.94045472765495,-511,482,993,0.0,-34.925,111.40832439090781,-331,222,553,-10.5,-4.675,247.05987932960497,-728,835,1563,8.5,fencing
8.325,9.452682430305439,-19,19,38,10.0,-3.65,4.353307024697667,-15,4,19,-2.0,1.2,3.4133974352955225,-16,8,24,1.0,-3.9,114.802126309264,-259,244,503,0.0,-21.425,113.89691414293037,-426,347,773,0.0,2.55,191.51741569063768,-472,369,841,0.0,fencing
8.15,9.97573980291109,-19,19,38,10.0,-3.275,6.067938018377561,-19,10,29,-2.0,1.75,4.45921690262039,-19,13,32,2.0,-6.575,133.22737215868102,-356,432,788,0.0,-20.8,155.64739901621493,-634,634,1268,-9.0,-13.125,210.58760129816005,-558,434,992,20.0,fencing
7.225,8.361963638849184,-19,19,38,9.0,-3.65,4.9487113059607335,-19,2,21,-2.0,3.125,5.496793937355083,-19,16,35,3.0,-0.825,134.81761421477574,-219,413,632,0.0,-24.95,124.5146371789071,-363,342,705,0.0,7.275,125.67275116195788,-201,336,537,0.0,fencing
7.525,8.40630868104578,-16,19,35,9.5,-4.025,4.911981687930453,-18,4,22,-2.0,1.775,2.5669247289514674,-6,9,15,2.0,2.625,137.65502915361301,-298,349,647,0.0,-27.325,82.38508313449057,-283,129,412,-22.5,-4.8,181.3913745723064,-421,543,964,6.0,fencing
7.5,10.05370195882706,-19,19,38,10.0,-3.5,5.948496901286525,-19,7,26,-1.0,2.225,3.990292708240324,-6,19,25,1.0,-5.6,213.2800975243588,-870,819,1689,0.0,-42.625,99.68506497709264,-415,92,507,0.0,11.525,208.73477067125037,-351,530,881,0.0,fencing
7.225,10.349005898004073,-19,19,38,9.0,-4.325,5.493060890679981,-19,7,26,-2.5,2.725,4.930218177936072,-10,19,29,1.0,-7.625,204.51765487078654,-722,823,1545,0.0,-30.1,106.7118814426287,-436,153,589,0.0,-4.1,227.66910311419184,-684,498,1182,0.0,fencing
