AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,label
19,12,19,0,0,139,boxing
6,-16,-7,-1181,-175,0,boxing
-2,-9,12,-394,0,0,boxing
-10,2,4,0,0,0,boxing
-3,-1,0,0,280,-232,boxing
3,-10,3,0,298,-273,boxing
2,-13,-4,528,0,-312,boxing
9,-9,7,367,-240,-183,boxing
17,-2,4,0,-182,0,boxing
14,-8,9,0,0,-108,boxing
9,-4,2,0,0,0,boxing
9,-1,2,0,0,0,boxing
8,0,2,0,0,0,boxing
8,0,5,0,0,0,boxing
8,1,3,0,0,0,boxing
9,-1,4,0,0,0,boxing
9,0,3,0,0,0,boxing
9,-1,6,0,0,0,boxing
9,0,3,0,0,0,boxing
10,0,2,0,0,0,boxing
9,0,2,0,0,0,boxing
10,-3,6,0,0,0,boxing
9,-1,3,0,0,0,boxing
8,0,3,0,0,0,boxing
8,-1,3,0,0,0,boxing
9,-1,4,0,0,0,boxing
9,-1,2,0,0,0,boxing
9,0,3,0,0,0,boxing
9,-2,3,0,0,0,boxing
9,-1,3,0,0,0,boxing
9,-1,3,0,0,0,boxing
3,-15,6,0,0,0,boxing
1,-19,4,0,0,227,boxing
1,-15,3,0,0,316,boxing
3,-4,3,0,0,345,boxing
2,1,0,0,0,244,boxing
-2,0,-1,0,0,0,boxing
-5,-3,0,0,0,0,boxing
-6,-2,0,0,0,0,boxing
-8,-2,-2,0,0,0,boxing
-13,-2,-3,0,0,0,boxing
-16,-3,-3,0,0,0,boxing
-14,-6,1,0,0,0,boxing
-8,0,-1,598,0,0,boxing
0,8,-4,0,0,0,boxing
19,5,19,0,0,0,boxing
-2,-5,13,0,0,0,boxing
4,3,16,0,0,0,boxing
0,9,5,0,0,0,boxing
-4,1,10,0,0,0,boxing
-5,0,5,0,0,0,boxing
-6,-3,0,0,0,0,boxing
-11,-5,5,0,0,0,boxing
-10,-1,-2,0,0,0,boxing
-7,-3,-1,0,0,0,boxing
-5,-5,0,0,0,0,boxing
-4,-5,-1,0,0,0,boxing
-1,-7,2,0,0,0,boxing
0,-8,3,0,0,0,boxing
0,-6,2,0,0,0,boxing
4,-6,4,0,0,-234,boxing
11,-12,9,0,0,-257,boxing
12,-9,7,0,0,-303,boxing
9,-11,7,0,0,0,boxing
7,-6,5,0,0,0,boxing
8,-3,6,0,0,0,boxing
8,-2,5,0,0,0,boxing
8,-1,4,0,0,0,boxing
8,-2,4,0,0,0,boxing
8,-2,4,0,0,0,boxing
8,-2,5,0,0,0,boxing
7,-12,7,0,0,0,boxing
6,-14,6,0,0,0,boxing
6,-15,5,0,0,251,boxing
6,-14,3,0,0,295,boxing
5,-9,2,0,0,295,boxing
2,-3,2,0,0,218,boxing
-2,-1,0,0,0,0,boxing
-5,-1,-1,0,0,0,boxing
-5,0,-2,0,0,0,boxing
-7,0,-4,0,0,0,boxing
-12,-4,-4,0,0,0,boxing
-17,-7,-2,0,0,0,boxing
-16,-7,0,0,0,0,boxing
-13,-7,1,552,0,0,boxing
-6,1,-6,732,0,0,boxing
10,11,-2,0,0,0,boxing
9,-2,5,0,0,0,boxing
6,11,11,0,0,0,boxing
4,14,7,0,0,0,boxing
0,-2,10,0,0,0,boxing
-4,-4,0,0,0,0,boxing
-7,-5,-2,0,0,0,boxing
-9,-3,1,0,0,0,boxing
-10,-3,1,0,0,0,boxing
-9,-1,-4,0,0,0,boxing
-5,-5,1,0,0,0,boxing
-2,-4,0,0,0,0,boxing
0,-5,0,0,0,0,boxing
1,-8,0,0,0,0,boxing
5,-13,2,0,0,-230,boxing
5,-15,6,0,0,-226,boxing
6,-9,5,0,0,-220,boxing
8,-10,6,0,0,0,boxing
10,-8,7,0,0,-290,boxing
9,-6,6,0,0,0,boxing
8,-4,4,0,0,0,boxing
8,-1,4,0,0,0,boxing
8,0,4,0,0,0,boxing
8,-1,4,0,0,0,boxing
9,0,4,0,0,0,boxing
8,-12,7,0,0,0,boxing
7,-14,5,0,0,224,boxing
6,-17,4,0,0,287,boxing
5,-15,1,0,0,325,boxing
4,-9,1,0,0,355,boxing
2,0,0,0,0,239,boxing
-1,1,0,0,0,0,boxing
-5,0,0,0,0,0,boxing
-6,1,-3,0,0,0,boxing
-10,-1,-2,0,0,0,boxing
-17,1,-7,0,0,0,boxing
-16,-1,-5,0,0,0,boxing
-10,-4,2,0,0,0,boxing
-4,3,-3,661,0,0,boxing
16,14,0,557,0,0,boxing
9,-3,3,0,0,0,boxing
5,7,19,0,0,0,boxing
4,13,3,0,0,0,boxing
0,2,11,0,0,0,boxing
-3,-2,2,0,0,0,boxing
-10,-5,-3,0,0,0,boxing
-11,-4,2,0,0,0,boxing
-10,0,-3,0,0,0,boxing
-9,-2,0,0,0,0,boxing
-7,-3,-2,0,0,0,boxing
-5,-3,0,0,0,0,boxing
-5,-1,0,0,0,0,boxing
-3,-3,4,0,0,0,boxing
0,-2,2,0,0,-229,boxing
4,-8,6,0,0,-373,boxing
9,-18,11,0,0,-382,boxing
7,-8,7,0,0,-254,boxing
8,-9,9,0,0,-217,boxing
7,-8,8,0,0,-242,boxing
6,-5,7,0,0,0,boxing
7,-3,6,0,0,0,boxing
8,-1,5,0,0,0,boxing
8,-2,5,0,0,0,boxing
8,-1,5,0,0,0,boxing
7,-1,5,0,0,0,boxing
7,-14,6,0,0,0,boxing
9,-16,6,0,0,0,boxing
7,-18,2,0,0,232,boxing
5,-19,2,0,0,311,boxing
6,-6,2,0,0,387,boxing
4,1,0,0,0,256,boxing
0,1,-1,0,0,0,boxing
-4,0,-1,0,0,0,boxing
-5,0,-2,0,0,0,boxing
-9,0,-5,0,0,0,boxing
-16,0,-7,0,0,0,boxing
-16,-1,-9,0,0,0,boxing
-13,-3,-2,0,0,0,boxing
-6,-2,0,0,0,0,boxing
0,7,-6,671,0,0,boxing
19,19,15,0,0,0,boxing
-4,-18,5,-921,0,0,boxing
3,7,12,0,0,0,boxing
3,17,4,0,0,0,boxing
-2,-1,10,0,0,0,boxing
-5,-1,1,0,0,0,boxing
-10,-6,0,0,0,0,boxing
-10,0,-4,0,0,0,boxing
-11,0,-1,0,0,0,boxing
-8,1,0,0,0,0,boxing
-6,-1,0,0,0,0,boxing
-4,-5,2,0,0,0,boxing
-2,-4,2,0,0,0,boxing
0,-9,4,0,0,-248,boxing
2,-11,5,0,0,-218,boxing
2,-7,3,0,0,0,boxing
4,-9,7,0,0,0,boxing
8,-7,9,0,0,0,boxing
8,-6,7,0,0,-211,boxing
7,-7,8,0,0,0,boxing
7,-5,7,0,0,0,boxing
8,-2,6,0,0,0,boxing
8,0,5,0,0,0,boxing
8,-1,5,0,0,0,boxing
8,-1,5,0,0,0,boxing
7,-13,7,0,0,0,boxing
8,-15,5,0,0,244,boxing
7,-17,4,0,0,260,boxing
5,-16,1,0,0,303,boxing
5,-8,0,0,0,335,boxing
1,0,-1,0,0,240,boxing
0,0,0,0,0,0,boxing
-3,2,-2,0,0,0,boxing
-6,0,-2,0,0,0,boxing
-10,0,-4,0,0,0,boxing
-15,-3,-6,0,0,0,boxing
-16,-1,-5,0,0,0,boxing
-14,0,-4,0,0,0,boxing
-8,-2,0,0,0,0,boxing
-2,2,0,602,0,0,boxing
14,11,3,0,0,0,boxing
8,2,8,0,0,0,boxing
5,3,17,0,0,0,boxing
2,15,3,0,0,0,boxing
-3,1,9,0,0,0,boxing
-6,-1,0,0,0,0,boxing
-6,-3,1,0,0,0,boxing
-11,-1,0,0,0,0,boxing
-11,0,-3,0,0,0,boxing
-7,-2,-1,0,0,0,boxing
-5,-3,0,0,0,0,boxing
-2,-2,0,0,0,0,boxing
-1,-5,1,0,0,0,boxing
0,-9,2,0,0,-243,boxing
2,-10,5,0,0,-280,boxing
7,-14,10,0,0,-288,boxing
9,-8,10,0,0,-233,boxing
10,-5,7,0,0,0,boxing
11,-4,6,0,0,0,boxing
9,-3,6,0,0,0,boxing
8,-1,5,0,0,0,boxing
8,0,4,0,0,0,boxing
8,-1,4,0,0,0,boxing
8,-1,4,0,0,0,boxing
9,0,4,0,0,0,boxing
9,-13,6,0,0,0,boxing
9,-16,5,0,0,245,boxing
8,-16,4,0,0,308,boxing
6,-14,2,0,0,337,boxing
3,-10,0,0,0,305,boxing
2,-3,1,0,0,233,boxing
0,-1,0,0,0,0,boxing
-2,2,0,0,0,0,boxing
-5,0,-2,0,0,0,boxing
-8,1,-2,0,0,0,boxing
-10,-1,-2,0,0,0,boxing
-14,-1,-3,0,0,0,boxing
-16,-3,0,0,0,0,boxing
-13,-6,0,601,0,0,boxing
-7,3,-7,746,0,0,boxing
10,12,-1,0,0,0,boxing
18,13,9,0,0,0,boxing
10,9,13,0,0,0,boxing
4,17,0,0,0,0,boxing
0,4,11,0,0,0,boxing
-4,-2,4,0,0,0,boxing
-6,-6,6,0,0,0,boxing
-8,-2,0,0,0,0,boxing
-9,3,-3,0,0,0,boxing
-12,1,-1,0,0,0,boxing
-8,2,-1,0,0,0,boxing
-5,1,-2,0,0,0,boxing
-2,-4,1,0,0,0,boxing
-1,-10,0,0,0,0,boxing
0,-11,0,0,0,0,boxing
0,-10,0,0,0,0,boxing
0,-8,1,0,0,0,boxing
3,-10,7,0,0,0,boxing
8,-4,8,0,0,-252,boxing
11,-4,9,0,0,0,boxing
9,-6,10,0,0,0,boxing
7,-2,6,0,0,0,boxing
8,-1,6,0,0,0,boxing
8,-1,5,0,0,0,boxing
9,-1,5,0,0,0,boxing
9,-13,4,0,0,0,boxing
8,-19,4,0,0,0,boxing
7,-17,1,0,0,275,boxing
4,-17,2,0,0,340,boxing
6,-7,0,0,0,374,boxing
2,-2,0,0,0,252,boxing
-1,0,-1,0,0,0,boxing
-1,1,0,0,0,0,boxing
-6,-1,0,0,0,0,boxing
-11,0,-3,0,0,0,boxing
-13,-1,-5,0,0,0,boxing
-14,-1,-4,0,0,0,boxing
-12,-4,-2,0,0,0,boxing
-8,-7,2,652,0,0,boxing
-4,1,-5,714,0,0,boxing
11,12,0,0,0,0,boxing
11,9,-2,0,0,0,boxing
9,7,17,0,0,0,boxing
6,15,4,0,0,0,boxing
-1,1,7,0,0,0,boxing
-2,-1,2,0,0,0,boxing
-5,-6,4,0,0,0,boxing
-11,-6,-1,0,0,0,boxing
-12,-5,-5,0,0,0,boxing
-12,-5,-5,0,0,0,boxing
-9,-2,-2,0,0,0,boxing
-9,-4,-3,0,0,0,boxing
-6,-3,0,0,0,0,boxing
-3,-4,1,0,0,0,boxing
-2,-4,2,0,0,0,boxing
-1,-4,0,0,0,0,boxing
2,-8,5,0,0,0,boxing
4,-10,9,0,0,-276,boxing
6,-4,9,0,0,0,boxing
11,-1,12,0,0,0,boxing
11,-5,11,0,0,-216,boxing
7,-5,10,0,0,0,boxing
6,-2,8,0,0,0,boxing
8,0,6,0,0,0,boxing
8,0,5,0,0,0,boxing
8,-13,5,0,0,0,boxing
9,-19,6,0,0,234,boxing
7,-18,0,0,0,321,boxing
7,-15,1,0,0,409,boxing
5,0,0,0,0,346,boxing
1,0,1,0,0,0,boxing
0,1,1,0,0,0,boxing
-5,0,0,0,0,0,boxing
-8,0,-2,0,0,0,boxing
-8,0,-3,0,0,0,boxing
-11,-2,-3,0,0,0,boxing
-17,-1,-5,0,0,0,boxing
-16,-5,0,0,0,0,boxing
-10,0,-3,595,0,0,boxing
-1,5,-1,0,0,0,boxing
19,11,4,0,0,0,boxing
-4,-9,10,0,0,0,boxing
0,8,6,0,0,0,boxing
2,13,7,0,0,0,boxing
-2,-1,8,0,0,0,boxing
-5,-3,1,0,0,0,boxing
-9,-5,0,0,0,0,boxing
-10,-2,-1,0,0,0,boxing
-11,-1,0,0,0,0,boxing
-9,0,-1,0,0,0,boxing
-6,-1,-2,0,0,0,boxing
-4,-4,1,0,0,0,boxing
-3,-6,0,0,0,0,boxing
-2,-10,0,0,0,0,boxing
-1,-9,0,0,0,0,boxing
1,-11,2,0,0,0,boxing
1,-7,5,0,0,0,boxing
5,-8,10,0,0,0,boxing
8,0,6,0,0,0,boxing
10,-1,10,0,0,0,boxing
9,-3,11,0,0,0,boxing
7,-1,8,0,0,0,boxing
7,0,6,0,0,0,boxing
8,0,6,0,0,0,boxing
8,0,6,0,0,0,boxing
7,-14,9,0,0,0,boxing
8,-19,12,0,0,215,boxing
6,-19,4,0,0,342,boxing
7,-15,5,0,0,409,boxing
5,-5,0,0,0,326,boxing
3,-1,2,0,0,217,boxing
0,0,0,0,0,0,boxing
-4,0,0,0,0,0,boxing
-7,0,0,0,0,0,boxing
-8,0,-2,0,0,0,boxing
-9,0,-4,0,0,0,boxing
-14,0,-5,0,0,0,boxing
-15,-4,-1,0,0,0,boxing
-13,-5,-2,0,0,0,boxing
-9,-4,0,582,0,0,boxing
0,4,-3,556,0,0,boxing
19,18,15,0,0,0,boxing
1,-1,19,0,0,0,boxing
2,11,8,0,0,0,boxing
1,12,7,0,0,0,boxing
-2,-3,8,0,0,0,boxing
-4,-3,5,0,0,0,boxing
-10,-3,0,0,0,0,boxing
-12,1,0,0,0,0,boxing
-12,3,-1,0,0,0,boxing
-10,1,-1,0,0,0,boxing
-8,-2,0,0,0,0,boxing
-6,-2,0,0,0,0,boxing
-4,-1,0,0,0,0,boxing
-3,-3,1,0,0,0,boxing
-1,-3,1,0,0,0,boxing
0,-5,5,0,0,-218,boxing
3,-7,7,0,0,-213,boxing
10,-9,8,0,0,-409,boxing
10,-11,11,0,0,-228,boxing
9,-5,6,0,0,0,boxing
9,-4,8,0,0,0,boxing
9,-3,7,0,0,0,boxing
8,-1,5,0,0,0,boxing
9,-1,5,0,0,0,boxing
10,-9,8,0,0,0,boxing
11,-14,7,0,0,210,boxing
8,-16,5,0,0,267,boxing
7,-14,-1,0,0,330,boxing
6,-11,0,0,0,350,boxing
4,1,2,0,0,248,boxing
-1,2,-1,0,0,0,boxing
-5,-1,0,0,0,0,boxing
-8,0,-3,0,0,0,boxing
-9,-1,-3,0,0,0,boxing
-11,-5,-1,0,0,0,boxing
-15,-3,-4,0,0,0,boxing
-13,-6,-1,0,0,0,boxing
-8,-5,3,0,0,0,boxing
-6,-1,0,0,0,0,boxing
0,8,-2,0,0,0,boxing
19,12,13,0,0,0,boxing
-1,-2,19,0,0,0,boxing
0,8,6,0,0,0,boxing
3,10,7,0,0,0,boxing
-1,-2,7,0,0,0,boxing
-4,-5,6,0,0,0,boxing
-9,-3,1,0,0,0,boxing
-10,-2,-1,0,0,0,boxing
-11,0,-2,0,0,0,boxing
-10,0,-1,0,0,0,boxing
-7,0,-2,0,0,0,boxing
-7,-1,-1,0,0,0,boxing
-5,-3,0,0,0,0,boxing
-4,-5,0,0,0,0,boxing
-3,-5,0,0,0,0,boxing
-1,-7,1,0,0,0,boxing
0,-11,3,0,0,0,boxing
1,-13,6,0,0,0,boxing
3,-12,8,0,0,0,boxing
4,-6,6,0,0,0,boxing
6,-5,7,0,0,0,boxing
9,-4,8,0,0,-214,boxing
9,-3,7,0,0,0,boxing
9,-2,6,0,0,0,boxing
10,-10,8,0,0,0,boxing
10,-13,8,0,0,230,boxing
6,-15,5,0,0,274,boxing
6,-15,3,0,0,358,boxing
7,-8,0,0,0,345,boxing
4,-2,3,0,0,241,boxing
0,5,-1,0,0,0,boxing
-8,0,0,0,0,0,boxing
-9,0,-2,0,0,0,boxing
-9,-1,-4,0,0,0,boxing
-10,-3,-4,0,0,0,boxing
-12,-4,-1,0,0,0,boxing
-14,-6,0,0,0,0,boxing
-8,-5,0,641,0,0,boxing
-3,4,-4,648,0,0,boxing
10,15,2,0,0,0,boxing
7,-4,9,0,0,0,boxing
4,4,14,0,0,0,boxing
1,10,7,0,0,0,boxing
-2,2,12,0,0,0,boxing
-2,0,7,0,0,0,boxing
-6,-4,2,0,0,0,boxing
-12,-2,0,0,0,0,boxing
-12,0,0,0,0,0,boxing
-9,0,-1,0,0,0,boxing
-7,-1,-1,0,0,0,boxing
-6,-3,0,0,0,0,boxing
-3,-1,0,0,0,0,boxing
-2,-5,2,0,0,0,boxing
0,-5,1,0,0,-229,boxing
3,-8,3,0,0,-302,boxing
6,-9,4,0,0,-325,boxing
11,-7,6,0,0,-240,boxing
18,-8,8,0,0,-260,boxing
10,-10,9,0,0,0,boxing
8,-6,6,0,0,0,boxing
8,-2,5,0,0,0,boxing
9,-1,3,0,0,0,boxing
9,-1,3,0,0,0,boxing
8,-1,3,0,0,0,boxing
10,-10,6,0,0,0,boxing
12,-14,6,0,0,230,boxing
8,-17,3,0,0,259,boxing
9,-14,1,0,0,364,boxing
9,-7,4,0,0,426,boxing
2,4,1,0,0,267,boxing
-2,2,1,0,0,0,boxing
-6,0,-3,0,0,0,boxing
-9,-4,-3,0,0,0,boxing
-8,-4,-4,0,0,0,boxing
-8,-2,-2,0,0,0,boxing
-12,-1,-3,0,0,0,boxing
-14,-3,-3,0,0,0,boxing
-14,-3,-5,0,0,0,boxing
-10,-6,3,0,0,0,boxing
-7,2,-3,0,0,0,boxing
3,10,-1,0,0,0,boxing
19,11,17,0,0,0,boxing
5,3,18,0,0,0,boxing
5,9,8,0,0,0,boxing
0,5,9,0,0,0,boxing
-3,-3,6,0,0,0,boxing
-6,-5,1,0,0,0,boxing
-10,-3,0,0,0,0,boxing
-11,1,-3,0,0,0,boxing
-12,0,0,0,0,0,boxing
-11,1,-1,0,0,0,boxing
-7,0,-1,0,0,0,boxing
-5,-2,2,0,0,0,boxing
-3,-3,1,0,0,0,boxing
-2,-5,-1,0,0,0,boxing
0,-10,1,0,0,0,boxing
0,-10,1,0,0,0,boxing
1,-7,4,0,0,0,boxing
5,-9,8,0,0,0,boxing
9,-6,9,0,0,-208,boxing
11,-5,7,0,0,0,boxing
9,-6,8,0,0,0,boxing
8,-4,6,0,0,0,boxing
8,-2,5,0,0,0,boxing
8,-11,6,0,0,0,boxing
9,-17,9,0,0,208,boxing
9,-18,2,0,0,250,boxing
10,-18,4,0,0,411,boxing
9,-6,0,0,0,395,boxing
4,0,1,0,0,229,boxing
-1,3,2,0,0,0,boxing
-6,0,0,0,0,0,boxing
-9,1,-4,0,0,0,boxing
-8,0,-4,0,0,0,boxing
-9,-4,-2,0,0,0,boxing
-14,-1,-2,0,0,0,boxing
-14,-3,0,0,0,0,boxing
-13,-8,6,0,0,0,boxing
-9,2,-3,681,0,0,boxing
4,10,0,0,0,0,boxing
19,17,15,0,0,0,boxing
4,2,19,0,0,0,boxing
3,13,2,0,0,0,boxing
0,5,9,0,0,0,boxing
-2,-2,5,0,0,0,boxing
-7,-3,0,0,0,0,boxing
-11,-3,2,0,0,0,boxing
-12,-1,0,0,0,0,boxing
-10,0,0,0,0,0,boxing
-7,0,0,0,0,0,boxing
-5,-3,0,0,0,0,boxing
-3,-3,0,0,0,0,boxing
-2,-6,0,0,0,0,boxing
0,-12,4,0,0,-209,boxing
0,-9,1,0,0,0,boxing
1,-7,4,0,0,0,boxing
5,-8,9,0,0,0,boxing
8,-6,9,0,0,0,boxing
9,-6,9,0,0,0,boxing
7,-6,8,0,0,0,boxing
8,-3,7,0,0,0,boxing
8,0,5,0,0,0,boxing
8,-1,5,0,0,0,boxing
8,-1,5,0,0,0,boxing
8,-12,8,0,0,0,boxing
9,-14,7,0,0,217,boxing
7,-16,3,0,0,293,boxing
8,-13,2,0,0,326,boxing
7,-5,4,0,0,299,boxing
2,1,2,0,0,0,boxing
-3,1,0,0,0,0,boxing
-6,0,0,0,0,0,boxing
-7,-1,-2,0,0,0,boxing
-8,-4,-3,0,0,0,boxing
-10,-3,-4,0,0,0,boxing
-16,-4,-7,0,0,0,boxing
-17,-5,-5,0,0,0,boxing
-11,-6,0,579,0,0,boxing
-5,1,-3,658,0,0,boxing
4,10,-2,0,0,0,boxing
19,17,10,0,0,0,boxing
8,1,19,0,0,0,boxing
6,10,4,0,0,0,boxing
2,6,6,0,0,0,boxing
-2,-3,9,0,0,0,boxing
-8,-7,2,0,0,0,boxing
-11,-3,0,0,0,0,boxing
-11,0,0,0,0,0,boxing
-11,-1,-2,0,0,0,boxing
-9,-2,-2,0,0,0,boxing
-7,-3,-1,0,0,0,boxing
-6,-2,0,0,0,0,boxing
-5,-3,0,0,0,0,boxing
-3,-6,0,0,0,0,boxing
-2,-6,0,0,0,0,boxing
0,-4,1,0,0,-228,boxing
2,-6,4,0,0,0,boxing
6,-7,7,0,0,-260,boxing
12,-7,9,0,0,-218,boxing
13,-4,6,0,0,0,boxing
10,-6,7,0,0,0,boxing
9,-3,6,0,0,0,boxing
8,0,4,0,0,0,boxing
9,-1,4,0,0,0,boxing
10,-10,7,0,0,0,boxing
10,-10,7,0,0,0,boxing
7,-13,5,0,0,238,boxing
8,-14,1,0,0,293,boxing
6,-15,0,0,0,318,boxing
5,-4,0,0,0,283,boxing
0,0,0,0,0,0,boxing
-3,1,0,0,0,0,boxing
-7,0,0,0,0,0,boxing
-8,-1,-4,0,0,0,boxing
-8,-1,-4,0,0,0,boxing
-10,-3,-3,0,0,0,boxing
-13,-4,-2,0,0,0,boxing
-14,-3,-4,0,0,0,boxing
-15,-7,-2,0,0,0,boxing
-10,-5,1,0,0,0,boxing
-4,2,-3,543,0,0,boxing
7,7,0,0,0,0,boxing
17,19,-2,0,0,0,boxing
13,-2,19,0,0,0,boxing
7,17,-6,0,0,0,boxing
0,3,7,0,0,0,boxing
-2,-1,4,0,0,0,boxing
-6,-3,1,0,0,0,boxing
-11,-3,0,0,0,0,boxing
-13,-1,-1,0,0,0,boxing
-10,-1,-1,0,0,0,boxing
-9,-1,-1,0,0,0,boxing
-6,-3,-1,0,0,0,boxing
-5,-4,0,0,0,0,boxing
-4,-4,0,0,0,0,boxing
-2,-5,0,0,0,0,boxing
1,-7,1,0,0,-221,boxing
3,-12,3,0,0,-267,boxing
3,-14,5,0,0,0,boxing
4,-8,5,0,0,0,boxing
6,-10,8,0,0,0,boxing
8,-5,5,0,0,0,boxing
9,-4,6,0,0,0,boxing
9,-4,5,0,0,0,boxing
10,-12,5,0,0,0,boxing
12,-18,9,0,0,274,boxing
9,-15,7,0,0,377,boxing
9,-9,4,0,0,392,boxing
8,-1,-1,0,0,331,boxing
2,2,-1,0,0,0,boxing
-7,0,2,0,0,0,boxing
-11,-2,-1,0,0,0,boxing
-10,-2,-3,0,0,0,boxing
-10,-1,-5,0,0,0,boxing
-10,-4,-3,0,0,0,boxing
-11,-3,0,0,0,0,boxing
-11,-2,0,0,0,0,boxing
-7,-4,3,0,0,0,boxing
-1,4,-2,693,0,0,boxing
19,18,6,0,0,0,boxing
-1,-18,12,-568,0,0,boxing
11,13,8,0,0,0,boxing
7,17,6,0,0,0,boxing
-2,0,10,0,0,0,boxing
-4,0,3,0,0,0,boxing
-7,-4,1,0,0,0,boxing
-9,-3,0,0,0,0,boxing
-10,0,-2,0,0,0,boxing
-11,-2,0,0,0,0,boxing
-8,-2,-1,0,0,0,boxing
-6,-3,1,0,0,0,boxing
-4,-2,0,0,0,0,boxing
-4,-6,0,0,0,0,boxing
-2,-8,0,0,0,0,boxing
-1,-9,2,0,0,0,boxing
0,-8,2,0,0,0,boxing
3,-10,6,0,0,0,boxing
7,-10,7,0,0,-208,boxing
8,-7,6,0,0,0,boxing
9,-5,6,0,0,0,boxing
8,-5,6,0,0,0,boxing
8,-5,5,0,0,0,boxing
8,-3,4,0,0,0,boxing
9,-2,4,0,0,0,boxing
9,-12,7,0,0,0,boxing
9,-14,9,0,0,210,boxing
6,-12,3,0,0,279,boxing
6,-10,3,0,0,316,boxing
4,-3,2,0,0,285,boxing
0,3,0,0,0,0,boxing
-7,-1,-3,0,0,0,boxing
-8,-3,-2,0,0,0,boxing
-9,-2,-3,0,0,0,boxing
-6,0,-2,0,0,0,boxing
-6,-3,-2,0,0,0,boxing
-10,-4,-2,0,0,0,boxing
-12,-3,-4,0,0,0,boxing
-12,-5,-4,0,0,0,boxing
-11,-5,-4,0,0,0,boxing
-8,-7,3,0,0,0,boxing
-5,-2,2,0,0,0,boxing
-1,5,-1,544,0,0,boxing
17,13,8,0,0,0,boxing
-1,-16,19,0,0,0,boxing
1,14,1,0,0,0,boxing
4,10,10,0,0,0,boxing
0,0,8,0,0,0,boxing
-3,-4,5,0,0,0,boxing
-7,-6,1,0,0,0,boxing
-10,-5,0,0,0,0,boxing
-9,0,-3,0,0,0,boxing
-9,-2,1,0,0,0,boxing
-8,0,-1,0,0,0,boxing
-6,-1,-1,0,0,0,boxing
-4,-6,0,0,0,0,boxing
-3,-6,-2,0,0,0,boxing
-2,-8,0,0,0,0,boxing
0,-10,0,0,0,0,boxing
1,-10,1,0,0,0,boxing
3,-7,2,0,0,0,boxing
7,-6,5,0,0,0,boxing
9,-9,9,0,0,0,boxing
9,-6,7,0,0,0,boxing
8,-5,6,0,0,0,boxing
9,-13,2,0,0,0,boxing
8,-19,3,0,0,236,boxing
5,-14,-1,0,0,290,boxing
6,-12,0,0,0,350,boxing
3,-4,0,0,0,304,boxing
0,0,0,0,0,0,boxing
-4,0,0,0,0,0,boxing
-5,2,0,0,0,0,boxing
-7,0,-3,0,0,0,boxing
-9,-1,-4,0,0,0,boxing
-11,-4,-5,0,0,0,boxing
-14,-2,-5,0,0,0,boxing
-12,-5,0,0,0,0,boxing
-7,-5,3,0,0,0,boxing
-4,0,1,635,0,0,boxing
10,19,-5,0,0,0,boxing
9,-9,19,0,0,0,boxing
2,16,-3,0,0,0,boxing
5,12,10,0,0,0,boxing
2,1,8,0,0,0,boxing
0,0,7,0,0,0,boxing
-6,-3,1,0,0,0,boxing
-8,-4,2,0,0,0,boxing
-9,-2,-2,0,0,0,boxing
-10,-4,0,0,0,0,boxing
-10,-4,-2,0,0,0,boxing
-7,-3,-2,0,0,0,boxing
-5,-5,0,0,0,0,boxing
-4,-5,-1,0,0,0,boxing
-2,-7,-1,0,0,0,boxing
-1,-11,0,0,0,0,boxing
-1,-9,0,0,0,0,boxing
2,-8,3,0,0,0,boxing
5,-5,3,0,0,-212,boxing
10,-4,6,0,0,-245,boxing
15,-2,6,0,0,-248,boxing
12,-7,8,0,0,0,boxing
8,-4,6,0,0,0,boxing
9,-1,5,0,0,0,boxing
8,-1,4,0,0,0,boxing
9,-13,6,0,0,0,boxing
7,-16,5,0,0,259,boxing
7,-14,1,0,0,283,boxing
8,-12,0,0,0,340,boxing
3,-2,0,0,0,302,boxing
0,2,1,0,0,0,boxing
-6,0,-1,0,0,0,boxing
-8,-2,-3,0,0,0,boxing
-7,-5,-3,0,0,0,boxing
-8,-5,-4,0,0,0,boxing
-9,-3,-2,0,0,0,boxing
-12,-4,-3,0,0,0,boxing
-13,-8,0,0,0,0,boxing
-8,-6,2,0,0,0,boxing
-7,1,-2,590,0,0,boxing
7,19,-4,0,0,0,boxing
18,-16,19,0,0,-313,boxing
11,19,-1,0,0,0,boxing
3,10,11,0,0,0,boxing
2,3,10,0,0,0,boxing
-1,-1,8,0,0,0,boxing
-2,-2,7,0,0,0,boxing
-7,-5,3,0,0,0,boxing
-7,-3,1,0,0,0,boxing
-8,-3,-1,0,0,0,boxing
-10,-5,-1,0,0,0,boxing
-8,-4,-4,0,0,0,boxing
-5,-6,-2,0,0,0,boxing
-4,-4,-2,0,0,0,boxing
-2,-6,0,0,0,0,boxing
0,-9,0,0,0,0,boxing
2,-11,3,0,0,0,boxing
3,-9,4,0,0,0,boxing
3,-6,5,0,0,0,boxing
7,-7,8,0,0,0,boxing
7,-5,8,0,0,0,boxing
9,-4,8,0,0,0,boxing
8,-4,6,0,0,0,boxing
7,-3,6,0,0,0,boxing
7,-2,5,0,0,0,boxing
7,-12,6,0,0,0,boxing
10,-17,8,0,0,248,boxing
7,-15,2,0,0,301,boxing
7,-14,0,0,0,324,boxing
6,-7,2,0,0,346,boxing
2,2,0,0,0,0,boxing
-2,1,0,0,0,0,boxing
